"","index","avsalary"
"913",3255,NA
"914",2401,44632.4345843573
"915",2400,44632.4345843573
"916",2365,42488.62172
"917",2062,NA
"918",2603,49437.3834285768
"919",1175,54051.2046332492
"920",2403,NA
"921",330,57226.5068391343
"922",534,51758.900910465
"923",2573,49437.3834285768
"924",465,53129.9293747037
"925",1024,49488.8316263268
"926",352,62097.8611849563
"927",217,NA
"928",3505,NA
"929",566,NA
"930",757,NA
"931",756,NA
"932",2402,35778.2225
"933",2045,NA
"934",102,49770.8030820763
"935",577,NA
"936",2002,NA
"937",2771,NA
"938",725,48419.388964433
"939",726,NA
"940",1777,NA
"941",574,NA
"942",1336,NA
"943",2014,NA
"944",1447,NA
"945",101,NA
"946",1663,NA
"947",2102,NA
"948",1222,NA
"949",2042,NA
"950",1711,NA
"951",3133,NA
"952",337,NA
"953",1642,NA
"954",2774,NA
"955",112,NA
"956",2003,45642.4216343573
"957",3066,NA
"958",761,NA
"959",701,NA
"960",617,NA
"961",1077,NA
"962",740,53988.7320825198
"963",3101,NA
"964",1402,NA
"965",537,NA
"966",1031,48824.607091933
"967",356,NA
"968",540,NA
"969",357,NA
"970",253,NA
"971",3115,NA
"972",1030,48824.607091933
"973",747,56703.0664678774
"974",144,NA
"975",1465,NA
"976",1051,NA
"977",3131,NA
"978",1052,NA
"979",2220,NA
"980",1431,66740.5008149471
"981",2252,40028.323880425
"982",1056,NA
"983",3511,NA
"984",1217,NA
"985",277,NA
"986",276,NA
"987",2471,NA
"988",2040,NA
"989",2407,NA
"990",3415,37213.98485325
"991",3414,37213.98485325
"992",2173,47061.354168225
"993",1154,46251.06441359
"994",1313,NA
"995",1314,NA
"996",1311,NA
"997",1316,NA
"998",1312,NA
"999",2567,43013.37797976
"1000",371,48599.1955988537
"1001",2325,50443.88072818
"1002",2324,50443.88072818
"1003",1327,NA
"1004",1326,NA
"1005",216,NA
"1006",3332,NA
"1007",3165,NA
"1008",564,NA
"1009",3166,NA
"1010",1221,52186.7081635768
"1011",2354,NA
"1012",2561,NA
"1013",175,NA
"1014",2343,NA
"1015",2342,NA
"1016",2072,NA
"1017",1161,NA
"1018",3161,NA
"1019",3435,NA
"1020",207,47924.4162945785
"1021",206,47924.4162945785
"1022",51,53782.3266646281
"1023",61,53782.3266646281
"1024",210,47924.4162945785
"1025",3167,41726.175275
"1026",246,59710.4524134408
"1027",2710,NA
"1028",1764,39761.001525
"1029",136,49770.8030820763
"1030",2463,NA
"1031",2462,NA
"1032",3354,37847.6925
"1033",2271,NA
"1034",1540,48648.1800712393
"1035",1443,NA
"1036",2741,45350.1633938425
"1037",3413,37213.98485325
"1038",3412,37213.98485325
"1039",3052,38741.195
"1040",2243,40028.323880425
"1041",2242,40028.323880425
"1042",1722,NA
"1043",2054,NA
"1044",2026,NA
"1045",3143,NA
"1046",2100,NA
"1047",2535,NA
"1048",716,NA
"1049",3023,38620.0875
"1050",3303,NA
"1051",3246,NA
"1052",3304,NA
"1053",3302,NA
"1054",2175,NA
"1055",366,NA
"1056",365,NA
"1057",2244,NA
"1058",1157,45201.7763133644
"1059",54,53782.3266646281
"1060",3160,41726.175275
"1061",205,47924.4162945785
"1062",3436,41315.5271839
"1063",3204,43023.2193286874
"1064",322,52404.569126185
"1065",2442,48370.0257770915
"1066",1331,47924.4154507274
"1067",2451,NA
"1068",2523,49772.2187998672
"1069",1206,49001.4777088262
"1070",2445,48370.0257770915
"1071",2235,NA
"1072",2654,NA
"1073",3063,NA
"1074",2613,51051.1752515699
"1075",2612,51051.1752515699
"1076",2201,NA
"1077",3376,NA
"1078",3375,NA
"1079",745,57672.034791655
"1080",1177,56167.6086631745
"1081",2064,NA
"1082",2363,48509.5455820991
"1083",2572,51051.1752515699
"1084",355,72528.6867068994
"1085",2431,53275.9151461475
"1086",3114,60779.6919040493
"1087",1400,63008.7847333439
"1088",254,62708.2902417486
"1089",2432,53275.9151461475
"1090",64,70326.848539748
"1091",1507,56933.657527773
"1092",2364,48509.5455820991
"1093",326,62305.8038677992
"1094",1757,54668.2148333437
"1095",466,57983.035684637
"1096",535,58662.142863016
"1097",161,59140.8746767416
"1098",1023,51122.584514532
"1099",1251,49874.963546183
"1100",2504,51617.666799433
"1101",2505,51617.666799433
"1102",3122,52147.104624433
"1103",347,57049.0318916891
"1104",25,57278.0864011757
"1105",543,49593.9707800653
"1106",744,53988.7320825198
"1107",2176,47061.354168225
"1108",266,42897.3448353675
"1109",325,49440.8628078025
"1110",2546,48775.9618408249
"1111",604,50216.49108475
"1112",2762,NA
"1113",1406,50072.865289561
"1114",1110,NA
"1115",544,49593.9707800653
"1116",1032,51263.0058568838
"1117",605,50216.49108475
"1118",3067,42969.01715085
"1119",1767,45642.4216343573
"1120",1153,46251.06441359
"1121",3372,39265.876525
"1122",3461,41102.66297
"1123",3371,39265.876525
"1124",1737,NA
"1125",1364,49419.5307305512
"1126",333,NA
"1127",1245,NA
"1128",2352,NA
"1129",2353,NA
"1130",3364,47268.5640576364
"1131",1657,NA
"1132",672,65959.4190031563
"1133",2775,NA
"1134",3362,47268.5640576364
"1135",530,57097.7135966946
"1136",527,57097.7135966946
"1137",531,57097.7135966946
"1138",73,NA
"1139",1037,58585.0171003226
"1140",673,65959.4190031563
"1141",2147,61711.716643767
"1142",3363,47268.5640576364
"1143",2230,52799.3196584675
"1144",1572,NA
"1145",1263,47924.414786843
"1146",2122,46756.8655461875
"1147",2340,54476.0437203683
"1148",274,NA
"1149",3503,NA
"1150",3441,NA
"1151",2300,58980.0910515428
"1152",1174,59332.7364812412
"1153",1351,58481.5207097972
"1154",1744,NA
"1155",2074,NA
"1156",2276,58980.0910515428
"1157",635,NA
"1158",3031,NA
"1159",3032,NA
"1160",3234,NA
"1161",125,NA
"1162",273,NA
"1163",773,59576.7923281835
"1164",1173,59332.7364812412
"1165",1300,59296.9733892031
"1166",2213,NA
"1167",637,NA
"1168",2146,61711.716643767
"1169",3030,NA
"1170",1262,47924.414786843
"1171",1261,47924.414786843
"1172",2341,54476.0437203683
"1173",2277,58980.0910515428
"1174",1430,60298.1012861114
"1175",772,59576.7923281835
"1176",1277,59296.9733892031
"1177",1730,NA
"1178",3103,55800.651462354
"1179",1113,63593.0012844342
"1180",3130,NA
"1181",636,NA
"1182",1743,NA
"1183",1505,NA
"1184",3102,55800.651462354
"1185",3460,50978.847692
"1186",3173,NA
"1187",1630,NA
"1188",2513,54948.9061168846
"1189",1573,NA
"1190",2275,58980.0910515428
"1191",3027,NA
"1192",3457,50978.847692
"1193",1040,58585.0171003226
"1194",460,59582.9757141983
"1195",2622,NA
"1196",2621,NA
"1197",2602,55216.5460550982
"1198",2454,NA
"1199",406,NA
"1200",407,NA
"1201",2033,NA
"1202",2075,NA
"1203",1705,NA
"1204",176,NA
"1205",1265,NA
"1206",2512,NA
"1207",1264,NA
"1208",1211,49001.4777088262
"1209",2152,47457.3750870199
"1210",2532,49772.2187998672
"1211",724,46576.74015085
"1212",3367,37087.63
"1213",2153,47457.3750870199
"1214",3370,37087.63
"1215",1303,NA
"1216",1115,NA
"1217",1050,NA
"1218",1047,NA
"1219",2727,NA
"1220",2731,NA
"1221",2733,NA
"1222",2732,NA
"1223",2730,NA
"1224",710,NA
"1225",332,57800.729555286
"1226",1511,NA
"1227",2121,NA
"1228",2357,54964.0283966079
"1229",750,62008.6986694397
"1230",1401,62583.0318180608
"1231",1601,NA
"1232",362,57117.7620365392
"1233",3463,51355.0574823124
"1234",2356,54964.0283966079
"1235",2620,55216.5460550982
"1236",2151,60018.675612975
"1237",3061,52310.7259813712
"1238",1640,46642.1037853675
"1239",1641,46642.1037853675
"1240",1510,NA
"1241",2536,57721.5304440193
"1242",67,NA
"1243",1260,58051.086309579
"1244",361,57117.7620365392
"1245",2617,55216.5460550982
"1246",3034,45488.77207585
"1247",2763,NA
"1248",541,NA
"1249",2314,59438.1794009497
"1250",1761,50097.5844518256
"1251",2221,NA
"1252",1602,NA
"1253",1202,55770.9396566995
"1254",467,61097.840791116
"1255",3153,NA
"1256",1107,66998.9048918137
"1257",160,NA
"1258",2150,60018.675612975
"1259",2507,58396.4404546339
"1260",1201,55770.9396566995
"1261",542,NA
"1262",2510,58396.4404546339
"1263",2540,57721.5304440193
"1264",2312,59438.1794009497
"1265",2311,59438.1794009497
"1266",2511,58396.4404546339
"1267",3154,NA
"1268",2537,57721.5304440193
"1269",2234,54227.8181862135
"1270",2313,59438.1794009497
"1271",2076,NA
"1272",722,46576.74015085
"1273",2626,44944.45530775
"1274",2624,44944.45530775
"1275",2627,44944.45530775
"1276",2625,44944.45530775
"1277",2154,NA
"1278",3307,NA
"1279",3306,NA
"1280",3305,NA
"1281",237,NA
"1282",50,53782.3266646281
"1283",53,53782.3266646281
"1284",3157,41726.175275
"1285",204,47924.4162945785
"1286",46,53782.3266646281
"1287",3037,NA
"1288",2127,41371.23386275
"1289",2130,41371.23386275
"1290",601,NA
"1291",3040,41117.491525
"1292",2036,NA
"1293",2270,NA
"1294",3207,NA
"1295",3105,36265.7225
"1296",3041,41117.491525
"1297",3042,41117.491525
"1298",3104,36265.7225
"1299",3475,NA
"1300",1225,49602.5360696022
"1301",1512,NA
"1302",412,53429.6219822961
"1303",662,53728.9711646281
"1304",2224,NA
"1305",2722,35510.855
"1306",1413,52740.981025731
"1307",1414,52740.981025731
"1308",751,49325.225306311
"1309",713,NA
"1310",1057,53716.6812481776
"1311",1504,NA
"1312",2514,NA
"1313",2336,NA
"1314",1627,NA
"1315",1041,NA
"1316",1042,NA
"1317",457,NA
"1318",3477,NA
"1319",2515,NA
"1320",3440,NA
"1321",3455,NA
"1322",1464,NA
"1323",3454,NA
"1324",2337,NA
"1325",702,NA
"1326",3170,43023.2193286874
"1327",703,NA
"1328",2632,NA
"1329",2630,NA
"1330",2631,NA
"1331",2516,54301.509104433
"1332",2073,NA
"1333",2410,NA
"1334",2747,45350.1633938425
"1335",2162,63240.7893683552
"1336",1001,63799.8099480973
"1337",1731,NA
"1338",1751,NA
"1339",2214,NA
"1340",1624,NA
"1341",3453,56635.0360652628
"1342",1567,NA
"1343",777,63799.8099480973
"1344",2226,59745.1095221826
"1345",2163,63240.7893683552
"1346",1566,NA
"1347",670,74995.4213075341
"1348",634,NA
"1349",1275,64507.3030182821
"1350",72,NA
"1351",1427,66740.5008149471
"1352",1000,63799.8099480973
"1353",1462,NA
"1354",2215,NA
"1355",1044,62929.5164228322
"1356",2777,NA
"1357",633,NA
"1358",3176,NA
"1359",177,NA
"1360",1043,62929.5164228322
"1361",271,70648.9338122623
"1362",133,NA
"1363",2335,55830.8758490657
"1364",3437,55410.8261739424
"1365",2274,63048.9647311237
"1366",1112,NA
"1367",3000,NA
"1368",1170,59701.693982827
"1369",3231,NA
"1370",1276,64507.3030182821
"1371",200,NA
"1372",3132,NA
"1373",461,66552.305993015
"1374",272,70648.9338122623
"1375",1167,59701.693982827
"1376",667,74995.4213075341
"1377",3001,NA
"1378",532,NA
"1379",1355,68148.9646010728
"1380",1503,NA
"1381",2164,63240.7893683552
"1382",2165,NA
"1383",201,NA
"1384",454,NA
"1385",641,NA
"1386",640,NA
"1387",2527,49772.2187998672
"1388",131,NA
"1389",2745,47201.6183469438
"1390",6,NA
"1391",1333,47924.4154507274
"1392",712,NA
"1393",754,51716.6442443012
"1394",753,51716.6442443012
"1395",3321,NA
"1396",3322,NA
"1397",3320,NA
"1398",3012,NA
"1399",1763,NA
"1400",2767,NA
"1401",2134,NA
"1402",2135,NA
"1403",2136,NA
"1404",2137,NA
"1405",2140,NA
"1406",1014,NA
"1407",3336,NA
"1408",1733,NA
"1409",2124,NA
"1410",2706,NA
"1411",2707,NA
"1412",1772,45642.4216343573
"1413",3464,NA
"1414",117,42458.9693335
"1415",1646,42645.592775
"1416",1673,41270.71009675
"1417",1674,41270.71009675
"1418",1536,48648.1800712393
"1419",1535,48648.1800712393
"1420",3134,NA
"1421",1467,NA
"1422",1466,NA
"1423",1560,NA
"1424",2376,35778.2225
"1425",1332,47924.4154507274
"1426",2444,48370.0257770915
"1427",1207,49001.4777088262
"1428",1210,49001.4777088262
"1429",2524,49772.2187998672
"1430",2525,49772.2187998672
"1431",2443,48370.0257770915
"1432",2746,47201.6183469438
"1433",1330,47924.4154507274
"1434",316,49440.8628078025
"1435",732,48719.3482770915
"1436",1365,49419.5307305512
"1437",1660,NA
"1438",2411,NA
"1439",2533,NA
"1440",2534,NA
"1441",1706,NA
"1442",3331,38075.3868345
"1443",2466,NA
"1444",2467,NA
"1445",3410,NA
"1446",3411,NA
"1447",2107,NA
"1448",1727,40028.32297
"1449",1726,40028.32297
"1450",3141,42155.4613
"1451",3140,42155.4613
"1452",1471,NA
"1453",1454,NA
"1454",1072,NA
"1455",1073,NA
"1456",1453,NA
"1457",226,NA
"1458",2032,NA
"1459",611,NA
"1460",120,NA
"1461",1347,56167.0072852683
"1462",612,NA
"1463",317,53715.5222097872
"1464",2207,NA
"1465",1346,56167.0072852683
"1466",12,NA
"1467",1655,42645.592775
"1468",1702,47199.37765085
"1469",1701,47199.37765085
"1470",763,56703.0664678774
"1471",762,56703.0664678774
"1472",375,48599.1955988537
"1473",377,48599.1955988537
"1474",376,48599.1955988537
"1475",2041,NA
"1476",1416,64933.5015299286
"1477",1415,64933.5015299286
"1478",2133,41371.23386275
"1479",2132,41371.23386275
"1480",1526,NA
"1481",111,NA
"1482",2020,NA
"1483",1267,NA
"1484",1266,NA
"1485",2303,60107.9342772833
"1486",1103,64969.1030650011
"1487",233,63510.3389527034
"1488",2302,60107.9342772833
"1489",1101,64969.1030650011
"1490",2155,59991.0392258984
"1491",451,58632.3915803865
"1492",677,NA
"1493",1102,64969.1030650011
"1494",234,63510.3389527034
"1495",1171,60127.5745953682
"1496",1625,NA
"1497",3442,52840.05878986
"1498",41,66942.7149979007
"1499",2301,60107.9342772833
"1500",170,61751.3486979769
"1501",2216,NA
"1502",2344,57949.1432373228
"1503",2225,52845.356368308
"1504",1271,NA
"1505",1270,NA
"1506",3177,NA
"1507",1006,57860.3800901178
"1508",3427,54397.7082280512
"1509",774,62682.3096867685
"1510",1570,NA
"1511",775,62682.3096867685
"1512",1571,NA
"1513",1424,64933.5015299286
"1514",1502,NA
"1515",132,NA
"1516",2022,NA
"1517",3311,36988.52875
"1518",115,42458.9693335
"1519",721,48719.3482770915
"1520",3,53721.3887392914
"1521",1320,49419.5307305512
"1522",3312,36988.52875
"1523",504,43776.63015085
"1524",3127,43020.62172
"1525",224,45567.9365576363
"1526",152,48469.0296384718
"1527",305,47498.6727703415
"1528",335,48599.1955988537
"1529",1771,39761.001525
"1530",2170,43968.9843421067
"1531",2773,NA
"1532",2772,NA
"1533",2501,46155.6323998562
"1534",1712,NA
"1535",1650,NA
"1536",1773,45642.4216343573
"1537",2736,45350.1633938425
"1538",2737,45350.1633938425
"1539",1371,44112.4505397825
"1540",2264,33310.375
"1541",3055,NA
"1542",3334,36867.4975
"1543",2372,35778.2225
"1544",2331,38414.565
"1545",556,NA
"1546",2475,45062.8799171068
"1547",2560,39909.51184767
"1548",3276,NA
"1549",2636,46270.8751171068
"1550",2635,46270.8751171068
"1551",2637,46270.8751171068
"1552",2455,43506.07222763
"1553",2456,43506.07222763
"1554",501,NA
"1555",1241,42493.8574937725
"1556",704,NA
"1557",3226,49008.3249171068
"1558",3171,43023.2193286874
"1559",2065,NA
"1560",3002,NA
"1561",3047,37751.0975
"1562",2641,46270.8751171068
"1563",2053,NA
"1564",2254,36577.92594225
"1565",2461,43506.07222763
"1566",3074,44280.7767832825
"1567",3054,39553.0762005
"1568",2405,35785.8475
"1569",2330,40800.577556235
"1570",500,39959.051525
"1571",1553,NA
"1572",3126,43020.62172
"1573",3330,39533.27422
"1574",2601,46270.8751171068
"1575",1304,NA
"1576",2141,47838.325679561
"1577",3003,NA
"1578",2067,NA
"1579",2030,NA
"1580",3227,49008.3249171068
"1581",510,53677.0395371995
"1582",3021,36085.2
"1583",3022,36085.2
"1584",2120,41201.49375
"1585",2117,41201.49375
"1586",1325,45989.8617754908
"1587",2640,46270.8751171068
"1588",2052,NA
"1589",2457,43506.07222763
"1590",2460,43506.07222763
"1591",2404,35785.8475
"1592",3474,NA
"1593",3044,NA
"1594",2720,37045.692175
"1595",2717,37045.692175
"1596",2503,NA
"1597",2502,NA
"1598",3424,NA
"1599",3151,NA
"1600",3323,37853.7725
"1601",3220,NA
"1602",3324,37853.7725
"1603",162,59091.6958700955
"1604",1742,NA
"1605",167,NA
"1606",2066,NA
"1607",436,53852.8526421566
"1608",1016,48824.607091933
"1609",166,NA
"1610",1741,NA
"1611",3225,NA
"1612",1015,48824.607091933
"1613",404,NA
"1614",1137,54617.4071073355
"1615",3172,NA
"1616",1565,NA
"1617",705,NA
"1618",1740,NA
"1619",2116,NA
"1620",516,NA
"1621",517,NA
"1622",3144,40147.22922
"1623",1724,NA
"1624",1723,NA
"1625",11,NA
"1626",10,NA
"1627",2751,45350.1633938425
"1628",2750,45350.1633938425
"1629",1374,50266.05284225
"1630",126,NA
"1631",2413,42783.8472836875
"1632",1543,48648.1800712393
"1633",2412,42783.8472836875
"1634",657,53728.9711646281
"1635",1020,52898.7227025637
"1636",2231,44354.92297
"1637",453,NA
"1638",245,NA
"1639",172,NA
"1640",3431,NA
"1641",1422,41276.03797
"1642",526,NA
"1643",525,NA
"1644",3445,49503.4355820915
"1645",2701,NA
"1646",2702,NA
"1647",2703,NA
"1648",1343,50072.865289561
"1649",1132,46944.1400446022
"1650",373,48599.1955988537
"1651",1367,50162.117795715
"1652",1366,50162.117795715
"1653",1370,50162.117795715
"1654",2712,37045.692175
"1655",2423,42783.8472836875
"1656",262,NA
"1657",1534,48648.1800712393
"1658",3356,37847.6925
"1659",424,53429.6219822961
"1660",1621,49565.57350244
"1661",1344,50266.05284225
"1662",2677,43934.2425353675
"1663",2700,43934.2425353675
"1664",1546,48648.1800712393
"1665",426,NA
"1666",3267,NA
"1667",1633,NA
"1668",1632,NA
"1669",2367,NA
"1670",2664,NA
"1671",2665,NA
"1672",2663,NA
"1673",2272,NA
"1674",45,NA
"1675",1616,49565.57350244
"1676",1520,NA
"1677",411,53429.6219822961
"1678",2425,NA
"1679",1612,49565.57350244
"1680",1613,49565.57350244
"1681",1341,50266.05284225
"1682",255,NA
"1683",1515,NA
"1684",651,53728.9711646281
"1685",256,NA
"1686",410,53429.6219822961
"1687",3470,NA
"1688",3236,50315.331864933
"1689",1342,50266.05284225
"1690",3256,57879.951934896
"1691",1516,NA
"1692",3235,50315.331864933
"1693",30,NA
"1694",1530,48648.1800712393
"1695",31,NA
"1696",3257,57879.951934896
"1697",1552,NA
"1698",2674,NA
"1699",2673,NA
"1700",435,NA
"1701",643,NA
"1702",3242,50315.331864933
"1703",1551,48648.1800712393
"1704",422,53429.6219822961
"1705",2421,42783.8472836875
"1706",1617,49565.57350244
"1707",1541,48648.1800712393
"1708",1547,NA
"1709",421,53429.6219822961
"1710",260,NA
"1711",656,53728.9711646281
"1712",3237,50315.331864933
"1713",2424,NA
"1714",3263,57879.951934896
"1715",34,NA
"1716",3345,37847.6925
"1717",1532,48648.1800712393
"1718",3344,37847.6925
"1719",1545,NA
"1720",2517,NA
"1721",2672,NA
"1722",431,53429.6219822961
"1723",430,53429.6219822961
"1724",55,53782.3266646281
"1725",221,47924.4162945785
"1726",3205,41726.175275
"1727",3043,NA
"1728",2010,NA
"1729",2011,NA
"1730",2144,NA
"1731",646,NA
"1732",645,NA
"1733",1677,41646.75283525
"1734",1676,41646.75283525
"1735",647,NA
"1736",664,53728.9711646281
"1737",2261,NA
"1738",2262,NA
"1739",654,53728.9711646281
"1740",3261,57879.951934896
"1741",264,NA
"1742",416,53429.6219822961
"1743",33,NA
"1744",3262,57879.951934896
"1745",1527,NA
"1746",2676,NA
"1747",2675,NA
"1748",3352,37847.6925
"1749",3241,50315.331864933
"1750",1523,NA
"1751",3353,37847.6925
"1752",3351,37847.6925
"1753",1554,48648.1800712393
"1754",1615,49565.57350244
"1755",2671,43934.2425353675
"1756",35,NA
"1757",3471,NA
"1758",2420,42783.8472836875
"1759",261,NA
"1760",2267,NA
"1761",655,53728.9711646281
"1762",1337,50266.05284225
"1763",420,53429.6219822961
"1764",3355,NA
"1765",3472,NA
"1766",3473,NA
"1767",1007,54959.1203718781
"1768",2125,41371.23386275
"1769",2126,41371.23386275
"1770",3135,NA
"1771",147,49770.8030820763
"1772",1776,NA
"1773",3035,NA
"1774",1645,42645.592775
"1775",1334,41132.0366013275
"1776",1707,47199.37765085
"1777",1452,NA
"1778",1710,47199.37765085
"1779",2106,NA
"1780",1335,41132.0366013275
"1781",1224,43097.6895591461
"1782",1715,40028.32297
"1783",2101,NA
"1784",2034,NA
"1785",2765,NA
"1786",2766,NA
"1787",1200,48914.5580725768
"1788",1252,39632.435738
"1789",1253,39632.435738
"1790",1254,39632.435738
"1791",3070,42661.5445161725
"1792",2473,45062.8799171068
"1793",2263,33310.375
"1794",1762,NA
"1795",2642,NA
"1796",2643,NA
"1797",2647,NA
"1798",2645,NA
"1799",3502,NA
"1800",2646,NA
"1801",2644,NA
"1802",2332,NA
"1803",2333,NA
"1804",2661,NA
"1805",2662,NA
"1806",3071,42661.5445161725
"1807",2545,44116.20265085
"1808",2543,44116.20265085
"1809",2374,35778.2225
"1810",2544,44116.20265085
